index,fold
205727,1
205740,1
205743,1
205744,1
205748,0
205749,0
205753,2
205790,2
205792,2
205794,2
205799,0
205801,0
205811,1
205812,0
205813,2
205827,0
205836,1
205839,2
205849,2
205851,0
205852,2
205869,0
205871,1
205882,1
205883,1
205891,1
205904,0
205907,1
205910,1
205913,2
205914,0
205922,2
205923,2
205924,2
205933,0
205936,0
205937,0
205947,2
205952,1
205957,0
205958,2
205966,2
205967,1
205969,2
205970,0
205988,2
205998,1
206005,2
206016,2
206038,0
206054,2
206074,2
206075,2
206078,0
206087,0
206088,2
206095,1
206098,0
206099,2
206109,1
206127,1
206128,0
206137,0
206159,2
206160,0
206171,2
206175,2
206191,0
206193,2
206199,2
206200,1
206202,0
206209,2
206224,0
206226,2
206235,2
206252,1
206267,0
206270,0
206280,2
206282,2
206288,0
206298,1
206300,2
206333,1
206337,0
206342,0
206353,0
206355,1
206361,2
206377,1
206379,2
206381,0
206382,1
206385,0
206395,2
206404,1
206405,1
206420,2
206431,1
206432,0
206434,0
206438,2
206441,0
206446,2
206461,2
206462,0
206475,2
206480,1
206482,0
206486,0
206491,0
206496,2
206506,2
206507,0
206520,2
206526,2
206533,2
206541,1
206544,2
206545,1
206555,1
206557,1
206560,2
206565,0
206569,0
206573,1
206574,1
206590,0
206600,1
206611,2
206615,1
206628,2
206633,2
206638,1
206641,2
206644,2
206659,2
206663,1
206678,0
206681,0
206690,1
206699,1
206708,0
206712,0
206713,1
206722,1
206724,0
206744,1
206752,1
206754,0
206774,1
206781,0
206784,0
206785,0
206793,1
206805,2
206806,0
206816,0
206817,0
206821,0
206823,0
206825,1
206829,1
206837,1
206838,2
206845,1
206850,0
206860,1
206872,2
206880,1
206881,2
206885,0
206889,0
206890,2
206896,0
206897,1
206899,0
206930,1
206936,2
206937,2
206940,0
206942,2
206946,1
206948,1
206955,0
206964,0
206970,2
206984,2
206992,0
206995,2
207019,2
207026,1
207029,2
207041,1
207058,0
207065,2
207072,2
207080,1
207081,2
207082,0
207103,0
207107,0
207111,2
207118,2
207119,0
207128,1
207129,2
207133,2
207135,2
207140,0
207146,2
207147,1
207148,1
207161,1
207170,2
207173,0
207174,1
207184,2
207191,2
207205,0
207208,2
207212,0
207214,1
207218,1
207220,1
207241,0
207243,1
207245,1
207248,2
207252,1
207266,0
207283,1
207299,0
207303,2
207308,2
207312,1
207317,1
207328,2
207339,1
207348,1
207364,1
207368,2
207391,0
207397,1
207400,1
207403,1
207409,1
207411,0
207415,0
207425,2
207432,1
207433,1
207438,1
207441,1
207442,2
207454,0
207456,0
207461,2
207469,2
207470,2
207508,0
207513,1
207521,1
207523,2
207529,0
207531,0
207536,0
207544,2
207550,1
207556,0
207560,2
207561,1
207563,0
207566,0
207569,1
207572,1
207574,0
207581,1
207585,0
207595,2
207599,0
207607,0
207613,1
207615,0
207629,0
207650,2
207653,1
207656,2
207683,0
207688,2
207706,1
207726,0
207736,1
207739,0
207754,0
207755,0
207756,0
207757,0
207758,2
207761,1
207765,2
207766,1
207779,0
207790,1
207798,1
207801,2
207805,0
207817,1
207818,0
207819,1
207820,0
207828,1
207839,2
207841,2
207844,0
207850,2
207852,1
207860,2
207863,0
207869,0
207872,2
207873,2
207888,2
207890,2
207893,1
207905,0
207918,1
207927,1
207932,0
207937,0
207940,1
207946,2
207952,0
207968,1
207977,2
207991,1
207993,1
207995,2
208016,2
208018,0
208024,0
208035,2
208038,2
208042,0
208047,2
208049,2
208052,2
208059,2
208078,1
208082,0
208099,1
208113,0
208119,1
208120,0
208125,0
208130,1
208132,2
208168,1
208172,0
208174,1
208185,1
208192,2
208193,0
208225,0
208226,2
208232,2
208239,0
208242,1
208248,2
208253,0
208259,1
208263,0
208268,1
208290,2
208299,1
208300,1
208301,0
208306,1
208309,0
208312,0
208331,1
208336,2
208361,2
208363,1
208367,2
208371,2
208377,1
208393,0
208408,1
208418,1
208427,2
208433,2
208437,0
208438,2
208442,2
208462,1
208464,0
208470,1
208474,0
208511,1
208512,0
208527,2
208530,2
208539,0
208546,1
208559,0
208561,2
208566,2
208573,1
208574,1
208579,2
208587,1
208588,1
208589,0
208592,0
208604,0
208609,0
208615,2
208620,2
208623,1
208639,2
208642,0
208645,2
208651,0
208664,1
208669,1
208674,1
208676,1
208679,2
208693,1
208710,0
208733,2
208735,2
208743,1
208748,1
208749,0
208751,0
208759,2
208760,1
208762,2
208772,2
208789,2
208795,2
208796,2
208800,1
208803,2
208813,0
208814,1
208828,1
208843,0
208846,1
208858,2
208861,0
208866,2
208870,1
208871,2
208873,2
208875,2
208885,1
208898,1
208906,1
208917,1
208921,0
208923,2
208924,0
208928,1
208939,1
208943,0
208955,0
208956,2
208962,0
208972,2
208981,2
208984,0
208987,0
208992,2
208996,2
209004,0
209009,2
209016,2
209021,1
209025,0
209028,2
209029,2
209038,1
209042,0
209054,2
209062,1
209071,2
209083,2
209089,1
209109,1
209121,2
209132,1
209136,1
209139,1
209141,0
209148,1
209152,1
209163,2
209165,2
209168,2
209169,0
209170,0
209184,2
209185,1
209200,2
209222,0
209239,1
209242,1
209245,0
209251,0
209256,1
209261,1
209269,2
209274,0
209289,2
209291,0
209313,1
209317,1
209327,1
209334,2
209336,0
209339,1
209357,0
209358,1
209365,2
209376,2
209378,0
209381,0
209390,0
209394,0
209396,0
209401,1
209420,0
209422,0
209465,0
209466,1
209471,1
209472,0
209479,0
209485,0
209486,2
209487,0
209488,2
209492,1
209495,2
209510,1
209520,0
209528,2
209531,0
209536,0
209544,1
209551,0
209555,0
209565,2
209569,1
209570,1
209575,0
209577,0
209585,0
209590,0
209604,2
209605,0
209609,0
209614,0
209623,0
209626,0
209629,1
209630,2
209636,0
209639,2
209645,2
209653,2
209664,1
209689,1
209695,1
209701,0
209702,2
209727,2
209729,0
209748,2
209750,2
209755,2
209773,0
209785,0
209805,0
209817,0
209821,1
209826,0
209829,2
209832,2
209840,2
209841,2
209850,1
209855,1
209863,0
209871,0
209880,2
209883,0
209897,1
209918,1
209924,0
209936,0
209939,2
209954,2
209956,0
209957,1
209959,1
209978,1
209979,0
209988,2
209994,1
210047,0
210049,2
210068,0
210084,0
210086,2
210093,2
210104,2
210105,0
210112,1
210114,0
210125,0
210130,0
210145,0
210157,1
210161,1
210173,0
210182,1
210184,2
210186,1
210187,1
210189,1
210196,2
210197,0
210198,0
210201,0
210202,2
210213,2
210216,0
210225,0
210229,2
210236,0
210241,1
210254,1
210257,2
210266,0
210267,1
210273,2
210274,1
210279,0
210287,2
210295,2
210305,1
210306,1
210308,2
210313,1
210317,2
210327,2
210329,0
210332,0
210338,0
210347,1
210350,2
210352,2
210353,0
210373,0
210379,0
210382,0
210389,0
210391,0
210395,0
210396,1
210403,0
210417,2
210419,1
210423,1
210424,1
210430,1
210436,1
210444,1
210448,2
210455,1
210460,2
210461,1
210465,2
210479,1
210481,0
210490,1
210491,2
210504,0
210520,2
210521,1
210527,1
210529,0
210536,2
210539,1
210558,2
210559,2
210567,1
210583,0
210590,2
210604,2
210607,1
210609,1
210611,0
210614,1
210620,1
210631,1
210632,2
210638,1
210643,1
210644,1
210652,2
210661,1
210667,1
210672,1
210686,0
210689,0
210707,1
210711,0
210719,0
210722,0
210730,2
210733,0
210741,1
210753,2
210766,2
210770,1
210773,0
210778,1
210793,2
210802,2
210804,1
210809,1
210810,2
210818,2
210827,2
210845,0
210846,2
210847,1
210859,0
210863,0
210866,2
210876,1
210880,1
210908,1
210915,1
210922,0
210928,0
210961,2
210968,0
210969,1
211004,1
211008,0
211023,0
211026,1
211039,1
211041,0
211042,2
211047,0
211049,1
211059,2
211088,2
211094,0
211096,0
211105,1
211114,1
211115,2
211118,1
211121,0
211129,1
211143,2
211149,2
211153,2
211161,1
211162,0
211170,1
211180,0
211182,0
211198,0
211222,1
211235,0
211252,1
211257,2
211262,2
211264,1
211281,2
211285,0
211296,0
211313,1
211318,2
211321,1
211333,1
211337,1
211342,1
211346,1
211352,2
211353,0
211355,2
211358,1
211373,0
211381,2
211385,1
211392,1
211394,0
211397,1
211399,2
211402,2
211437,2
211438,1
211443,1
211446,2
211463,0
211465,0
211467,0
211477,2
211478,1
211479,1
211480,0
211483,1
211494,0
211495,1
211497,2
211515,2
211516,1
211518,1
211523,0
211532,2
211537,0
211539,2
211542,1
211550,0
211557,1
211582,1
211583,2
211589,0
211597,1
211603,2
211607,0
211617,1
211618,1
211634,1
211635,1
211639,2
211644,1
211645,0
211669,1
211670,2
211671,2
211683,1
211715,2
211719,1
211726,0
211732,2
211741,0
211742,2
211744,2
211755,1
211760,1
211771,0
211775,1
211777,1
211783,2
211786,0
211787,2
211789,2
211804,0
211806,0
211811,2
211814,2
211815,2
211823,0
211832,0
211833,0
211840,2
211843,1
211849,0
211852,1
211853,0
211854,0
211865,2
211872,0
211874,2
211885,2
211887,1
211888,1
211899,0
211901,2
211902,0
211914,1
211916,2
211922,1
211936,1
211939,1
211947,2
211954,1
211962,0
211965,0
211975,1
211980,2
211986,1
212000,2
212028,2
212030,0
212045,2
212049,0
212054,2
212067,1
212069,2
212081,2
212083,2
212100,1
212106,0
212126,0
212131,0
212133,1
212134,0
212135,2
212137,1
212142,2
212144,2
212152,0
212161,1
212175,2
212190,0
212210,2
212212,0
212237,0
212243,2
212255,0
212265,0
212266,2
212267,2
212271,2
212290,0
212292,0
212295,2
212298,1
212307,2
212308,0
212311,2
212315,0
212346,2
212347,2
212358,0
212364,2
212367,0
212378,2
212384,1
212392,2
212394,0
212407,1
212410,1
212429,1
212439,1
212446,1
212449,2
212451,0
212460,2
212464,2
212473,0
212475,0
212481,0
212491,2
212492,1
212503,0
212505,0
212507,2
212514,2
212541,1
212545,1
212558,0
212565,2
212569,2
212571,0
212573,2
212574,1
212576,0
212578,0
212583,2
212590,2
212591,0
212596,2
212628,2
212638,2
212654,1
212656,1
212666,0
212670,2
212680,2
212684,2
212697,2
212703,2
212706,2
212719,0
212722,2
212724,0
212727,1
212733,1
212739,1
212745,1
212747,2
212757,1
212767,2
212778,0
212791,1
212803,0
212815,0
212824,1
212827,2
212838,1
212839,0
212848,0
212859,0
212875,1
212881,0
212884,2
212888,1
212893,0
212895,1
212899,0
212902,0
212906,1
212910,1
212915,1
212918,0
212922,0
212929,1
212942,2
212945,0
212949,1
212954,1
212958,1
212961,2
212974,1
212984,1
212993,2
213013,1
213018,2
213027,1
213036,2
213041,1
213046,0
213063,1
213070,1
213071,2
213072,2
213073,1
213093,1
213107,2
213118,0
213121,0
213131,1
213151,1
213155,1
213171,2
213176,0
213183,1
213190,2
213193,1
213194,0
213216,1
213221,2
213223,2
213224,0
213231,2
213233,1
213236,1
213238,2
213242,2
213244,2
213248,2
213253,1
213267,2
213268,2
213275,2
213290,2
213304,1
213305,1
213308,1
213313,0
213316,0
213317,0
213333,2
213341,0
213345,2
213353,0
213375,2
213376,2
213385,2
213392,0
213395,1
213402,0
213410,0
213414,2
213417,1
213434,1
213437,0
213440,2
213441,0
213454,2
213460,0
213462,1
213467,2
213469,0
213479,2
213517,1
213518,1
213524,0
213526,0
213543,2
213546,2
213562,1
213573,0
213596,2
213600,1
213604,2
213614,1
213625,2
213628,2
213631,2
213636,2
213637,0
213647,1
213659,1
213662,2
213666,0
213668,1
213670,1
213671,1
213679,2
213707,1
213727,1
213734,1
213736,1
213738,0
213747,1
213770,1
213777,1
213787,0
213806,2
213810,1
213821,0
213823,1
213836,2
213857,0
213858,0
213863,0
213884,0
213887,1
213895,0
213906,1
213907,1
213914,2
213920,0
213932,0
213935,0
213941,2
213954,2
213955,1
213959,1
213969,0
213971,2
213974,1
214001,1
214003,2
214012,2
214013,2
214021,0
214028,0
214030,2
214046,2
214048,1
214056,2
214061,2
214064,0
214069,0
214072,1
214084,2
214086,2
214094,2
214096,2
214103,0
214105,0
214127,2
214141,2
214146,0
214150,2
214159,0
214170,1
214178,1
214184,1
214190,0
214208,2
214209,0
214215,2
214219,2
214220,1
214231,1
214232,1
214238,0
214242,0
214244,2
214252,0
214259,1
214267,0
214275,0
214276,2
214288,0
214293,1
214295,1
214296,2
214302,0
214305,1
214306,0
214320,0
214326,0
214328,2
214335,0
214346,2
214349,2
214354,2
214357,2
214367,0
214368,2
214370,2
214379,1
214393,2
214406,0
214430,0
214431,0
214433,1
214435,0
214438,1
214449,1
214452,1
214469,0
214479,2
214481,2
214493,0
214494,1
214501,0
214504,2
214520,2
214523,2
214531,1
214550,2
214551,0
214558,0
214559,1
214574,1
214579,1
214581,0
214595,0
214596,2
214599,0
214600,1
214603,2
214616,2
214618,2
214619,1
214621,1
214626,1
214637,0
214639,1
214669,1
214677,0
214685,2
214690,2
214701,1
214707,1
214722,1
214728,0
214731,2
214740,2
214743,2
214749,1
214753,2
214762,2
214770,0
214773,0
214778,1
214781,1
214785,2
214795,1
214797,2
214805,0
214806,1
214814,1
214817,1
214819,1
214822,1
214830,2
214832,0
214837,1
214865,0
214882,1
214886,1
214891,0
214908,0
214909,0
214911,0
214913,2
214917,1
214920,2
214924,1
214936,2
214943,2
214969,0
214970,0
214993,2
215001,2
215002,2
215004,1
215008,0
215011,2
215018,1
215030,0
215038,1
215063,1
215071,2
215075,0
215079,1
215081,0
215082,1
215083,1
215086,0
215090,2
215099,1
215102,0
215103,2
215122,1
215124,1
215126,1
215128,0
215129,0
215134,2
215135,0
215140,2
215142,1
215143,0
215151,2
215175,1
215178,2
215190,2
215214,1
215216,0
215217,1
215218,1
215238,2
215243,1
215246,0
215249,1
215265,2
215267,1
215269,0
215274,1
215280,2
215291,0
215296,0
215298,2
215307,1
215309,2
215310,2
215321,1
215322,0
215323,2
215330,1
215331,1
215332,0
215337,0
215343,0
215355,2
215363,1
215369,1
215371,2
215372,0
215377,1
215388,1
215391,1
215400,0
215405,2
215407,0
215408,2
215412,0
215413,0
215431,0
215434,1
215446,1
215449,1
215453,0
215462,0
215471,1
215474,2
215496,1
215505,1
215528,0
215531,2
215533,2
215539,1
215547,0
215549,0
215573,2
215587,2
215589,1
215606,2
215614,2
215620,0
215621,2
215635,2
215637,1
215643,1
215671,0
215672,0
215682,2
215684,0
215686,0
215689,2
215693,1
215710,2
215712,1
215725,2
215727,0
215728,2
215738,2
215743,2
215748,2
215751,0
215754,1
215758,1
215759,2
215762,2
215771,2
215776,1
215781,0
215784,2
215794,2
215799,1
215800,0
215806,0
215813,1
215824,0
215825,0
215828,1
215834,1
215835,1
215837,2
215840,1
215841,2
215843,0
215873,1
215876,0
215890,1
215891,2
215904,2
215915,1
215918,2
215923,2
215925,2
215938,2
215942,1
215956,0
215965,1
215968,2
215969,0
215975,1
215978,0
215983,1
215991,0
216002,0
216006,0
216007,2
216009,1
216019,2
216028,0
216045,2
216046,2
216051,0
216053,0
216054,2
216058,1
216066,1
216069,1
216071,2
216097,1
216102,1
216110,2
216118,0
216126,2
216133,2
216142,0
216161,0
216167,1
216168,1
216169,1
216170,2
216186,2
216194,0
216195,1
216198,0
216215,0
216217,1
216218,2
216228,2
216243,0
216245,0
216264,2
216284,1
216285,2
216290,0
216293,1
216294,0
216313,1
216314,0
216318,0
216322,1
216328,0
216332,1
216351,2
216353,0
216360,2
216362,2
216365,0
216378,0
216384,2
216392,1
216406,2
216410,0
216415,0
216426,2
216433,0
216444,0
216446,0
216457,1
216458,1
216474,0
216480,0
216488,2
216502,0
216509,0
216516,0
216532,1
216533,0
216547,1
216555,0
216571,1
216577,0
216586,2
216594,1
216596,1
216604,2
216609,0
216616,2
216617,1
216619,1
216626,1
216639,1
216642,1
216647,1
216649,0
216651,2
216653,2
216658,2
216667,1
216687,1
216698,2
216702,2
216713,2
216721,2
216730,0
216735,0
216738,2
216744,2
216754,1
216762,2
216772,2
216777,1
216784,2
216788,1
216792,0
216797,1
216802,2
216809,1
216816,2
216825,1
216853,0
216865,0
216867,0
216874,2
216878,0
216889,0
216891,2
216902,1
216904,0
216921,0
216926,2
216931,2
216941,2
216944,2
216958,2
216963,0
216972,2
216974,0
216988,1
217004,1
217013,1
217019,0
217020,2
217023,1
217026,1
217028,0
217029,0
217063,2
217064,2
217069,2
217070,2
217077,0
217108,0
217117,2
217139,2
217142,2
217143,0
217148,1
217151,2
217153,1
217160,2
217162,2
217163,0
217173,1
217175,0
217208,2
217209,1
217213,0
217217,0
217220,0
217221,1
217231,1
217236,1
217245,1
217248,1
217249,0
217252,1
217262,2
217275,2
217279,0
217281,1
217284,0
217311,0
217314,1
217315,2
217318,0
217341,2
217344,1
217349,0
217350,1
217353,0
217357,2
217359,1
217373,0
217378,0
217380,1
217385,2
217388,2
217389,0
217390,2
217394,1
217397,1
217398,0
217400,1
217414,2
217419,2
217425,1
217431,0
217443,0
217450,2
217464,1
217469,2
217481,2
217483,2
217490,0
217494,2
217503,2
217505,0
217525,1
217529,1
217534,1
217535,2
217541,1
217551,0
217553,1
217562,2
217569,0
217580,0
217583,1
217590,1
217598,0
217605,1
217607,2
217609,2
217617,1
217619,1
217628,1
217636,0
217640,1
217659,2
217661,0
217663,2
217673,1
217677,2
217681,2
217688,1
217694,2
217695,1
217698,1
217704,1
217714,1
217716,0
217728,2
217730,1
217731,0
217736,0
217746,2
217753,0
217754,0
217780,0
217782,0
217795,2
217799,1
217804,2
217820,0
217823,0
217827,0
217830,2
217831,1
217832,1
217841,0
217852,1
217854,1
217860,0
217867,0
217872,0
217878,2
217904,0
217905,1
217915,2
217916,1
217928,1
217936,0
217937,0
217943,0
217946,1
217953,1
217958,2
217967,1
217968,1
217973,0
217981,0
217988,0
217992,0
217995,2
217998,2
218002,0
218008,2
218012,0
218018,1
218023,2
218026,1
218027,2
218032,1
218048,2
218050,0
218065,2
218080,2
218100,1
218132,2
218133,1
218168,0
218169,0
218189,1
218199,2
218205,0
218207,0
218209,2
218214,0
218220,0
218228,2
218235,0
218238,0
218252,2
218258,0
218261,2
218274,1
218275,1
218279,0
218282,1
218294,0
218299,0
218300,1
218305,2
218310,2
218312,1
218315,1
218331,2
218332,1
218342,2
218344,2
218347,0
218351,1
218362,2
218374,2
218399,0
218404,0
218408,0
218425,1
218432,1
218433,1
218436,0
218450,2
218462,1
218464,0
218468,2
218470,1
218473,1
218475,0
218476,0
218488,2
218506,1
218516,2
218524,1
218531,1
218533,2
218535,0
218537,0
218538,0
218541,2
218545,0
218547,0
218548,0
218575,1
218577,2
218587,1
218592,0
218594,2
218604,2
218605,0
218613,0
218615,0
218619,1
218625,0
218636,2
218639,2
218648,1
218653,0
218656,2
218668,1
218677,1
218678,1
218683,1
218685,2
218690,2
218691,0
218693,2
218694,2
218700,1
218710,2
218718,2
218728,0
218734,1
218735,0
218736,1
218737,2
218755,0
218756,1
218759,1
218765,1
218768,2
218771,2
218776,0
218778,1
218783,1
218786,1
218787,1
218788,1
218792,0
218797,0
218814,0
218818,2
218820,0
218832,2
218833,2
218836,2
218856,2
218862,0
218870,1
218871,2
218877,0
218881,2
218907,1
218915,1
218916,1
218918,0
218926,1
218932,1
218944,0
218945,1
218961,1
218962,2
218966,2
218980,0
218983,2
218988,2
218990,2
218997,2
219006,2
219022,0
219031,0
219033,1
219037,1
219043,1
219059,1
219065,1
219071,2
219074,0
219101,1
219111,0
219130,0
219133,2
219137,2
219150,1
219162,2
219163,2
219164,2
219180,1
219185,2
219188,2
219195,0
219197,1
219210,1
219214,0
219215,0
219227,0
219229,2
219231,2
219238,1
219239,1
219248,0
219254,2
219261,2
219264,2
219286,1
219287,2
219290,2
219298,1
219312,2
219313,1
219329,2
219330,2
219331,2
219338,1
219350,0
219356,2
219365,2
219372,0
219376,0
219385,1
219394,1
219395,1
219402,0
219430,0
219433,2
219445,1
219462,2
219473,1
219477,2
219482,2
219483,0
219485,1
219486,2
219497,1
219499,2
219500,1
219517,2
219528,1
219529,0
219531,0
219532,1
219534,1
219538,0
219540,0
219561,1
219581,1
219586,0
219589,2
219592,0
219595,0
219601,0
219603,2
219604,0
219611,0
219612,1
219616,1
219624,2
219632,2
219643,1
219650,1
219653,1
219658,0
219661,1
219666,0
219670,1
219672,2
219680,2
219683,0
219685,1
219690,1
219717,1
219725,0
219726,1
219732,1
219736,0
219749,2
219753,2
219772,2
219777,2
219788,0
219789,2
219793,2
219800,2
219806,0
219819,1
219824,0
219841,1
219842,1
219845,0
219846,1
219866,2
219869,0
219873,2
219874,2
219898,1
219903,1
219904,2
219907,2
219909,1
219914,2
219921,1
219925,2
219936,0
219944,1
219967,1
219968,1
219971,2
219978,2
219988,0
219989,0
219994,1
219995,0
219997,2
220001,1
220003,2
220008,2
220011,0
220020,1
220026,0
220030,0
220031,2
220035,2
220039,1
220045,2
220059,1
220066,1
220087,0
220092,2
220096,2
220105,2
220111,1
220118,0
220125,1
220128,0
220140,2
220148,0
220151,1
220153,2
220154,2
220168,2
220172,0
220188,0
220193,2
220216,1
220219,0
220234,1
220235,0
220240,2
220252,1
220259,1
220273,2
220281,1
220285,2
220292,2
220318,2
220323,0
220329,0
220330,1
220340,2
220357,0
220359,2
220371,2
220373,1
220378,1
220394,1
220401,1
220407,2
220408,1
220417,0
220426,0
220430,0
220435,0
220439,2
220448,0
220453,0
220458,2
220468,1
220472,1
220474,1
220479,0
220497,1
220499,2
220503,0
220504,0
220523,2
220536,1
220537,0
220538,2
220540,1
220548,1
220565,2
220573,1
220575,2
220584,1
220593,0
220602,0
220619,2
220621,0
220629,2
220637,2
220654,0
220661,1
220668,2
220677,0
220678,2
220681,1
220687,1
220694,2
220706,2
220724,2
220727,0
220728,0
220729,0
220743,2
220768,1
220769,1
220783,1
220784,1
220785,1
220789,0
220802,1
220803,2
220804,0
220811,1
220823,0
220829,2
220832,0
220844,2
220850,2
220853,2
220856,0
220866,1
220867,0
220875,1
220880,0
220888,2
220895,0
220911,0
220915,2
220929,2
220930,1
220954,2
220957,1
220978,2
220983,0
221012,0
221013,1
221015,1
221027,1
221033,2
221041,1
221046,2
221048,2
221069,2
221075,2
221079,1
221101,1
221105,0
221129,1
221147,0
221162,0
221173,0
221181,0
221191,1
221202,0
221207,1
221213,2
221215,0
221218,0
221219,2
221222,0
221230,1
221242,2
221259,0
221260,1
221265,1
221273,0
221274,0
221283,1
221289,0
221296,1
221298,1
221299,0
221307,0
221308,2
221312,1
221321,1
221325,0
221334,1
221343,1
221345,0
221352,0
221354,0
221357,2
221359,2
221360,0
221367,1
221373,2
221376,0
221385,2
221391,0
221396,2
221402,1
221404,0
221410,2
221414,0
221426,2
221455,2
221475,2
221476,2
221478,1
221488,1
221489,0
221517,0
221535,1
221552,0
221555,2
221563,0
221573,0
221581,0
221583,2
221585,1
221587,0
221592,2
221602,2
221603,0
221612,1
221618,1
221629,0
221631,1
221632,0
221640,1
221655,1
221656,1
221671,1
221674,0
221680,2
221681,0
221682,1
221683,2
221685,0
221686,0
221688,1
221697,1
221708,0
221714,0
221726,1
221750,2
221760,0
221769,0
221786,1
221791,0
221808,2
221813,0
221817,1
221823,1
221824,2
221832,0
221836,2
221840,0
221853,1
221864,2
221865,2
221866,2
221867,2
221868,1
221872,2
221881,1
221894,2
221896,0
221900,0
221905,2
221914,2
221923,1
221925,0
221927,2
221930,0
221932,1
221954,1
221955,0
221958,2
221966,0
221967,0
221968,1
221980,1
221982,1
221994,2
221996,2
221998,0
222011,0
222014,2
222016,2
222023,0
222024,2
222025,1
222026,1
222041,2
222051,1
222053,2
222058,1
222062,2
222063,0
222066,0
222069,1
222082,1
222083,0
222085,1
222086,1
222087,2
222092,0
222095,2
222108,0
222114,0
222124,0
222144,1
222145,0
222146,1
222149,2
222151,1
222156,0
222165,1
222168,0
222170,2
222186,2
222198,2
222207,2
222209,0
222214,2
222228,0
222237,0
222253,2
222266,2
222268,1
222280,2
222282,1
222288,1
222304,1
222305,0
222306,1
222308,1
222317,1
222323,0
222324,2
222327,0
222335,0
222338,2
222339,0
222344,1
222351,0
222353,0
222362,1
222376,1
222377,2
222380,0
222383,1
222386,1
222388,1
222389,1
222394,0
222401,1
222406,1
222413,2
222414,1
222419,2
222423,0
222425,2
222428,0
222436,1
222437,2
222439,2
222440,2
222444,0
222461,1
222466,0
222476,0
222479,2
222482,1
222487,0
222489,2
222491,1
222492,0
222503,2
222504,2
222509,0
222510,2
222516,2
222522,2
222525,2
222528,1
222533,2
222544,2
222546,1
222548,1
222549,2
222552,1
222554,0
222558,1
222562,1
222570,2
222575,0
222578,1
222584,2
222590,1
222593,2
222594,2
222597,2
222602,2
222615,1
222618,1
222623,1
222629,2
222630,2
222632,2
222633,0
222636,2
222640,1
222648,2
222650,1
222656,2
222680,0
222692,2
222693,2
222697,1
222701,2
222703,0
222713,2
222716,2
222727,0
222728,1
222729,2
222737,2
222748,2
222753,1
222759,0
222761,1
222769,2
222772,1
222784,1
222788,1
222792,1
222795,0
222802,2
222803,1
222807,0
222831,1
222833,1
222834,1
222835,0
222836,1
222848,0
222850,1
222851,1
222855,0
222860,1
222869,1
222879,1
222885,0
222899,1
222916,1
222923,0
222928,1
222933,0
222938,1
222940,1
222941,1
222945,0
222946,2
222959,1
222973,1
222976,2
222979,2
222987,2
222991,0
222999,1
223011,2
223023,1
223024,1
223038,1
223056,0
223064,2
223069,0
223070,0
223073,0
223084,0
223090,1
223098,2
223101,1
223104,1
223105,0
223124,1
223135,0
223137,2
223139,1
223143,1
223146,1
223148,2
223153,2
223156,2
223166,2
223186,1
223192,0
223194,1
223201,0
223204,1
223217,1
223221,0
223223,0
223224,0
223227,0
223228,0
223229,2
223259,0
223264,2
223267,2
223273,1
223276,0
223279,1
223284,1
223286,0
223295,2
223305,2
223314,1
223319,0
223334,2
223335,0
223340,0
223345,0
223382,2
223394,2
223406,1
223411,0
223421,0
223427,2
223430,1
223439,2
223440,0
223441,1
223445,2
223451,0
223476,2
223478,0
223484,1
223485,1
223497,0
223499,2
223508,1
223509,2
223510,2
223518,1
223533,0
223542,2
223549,2
223559,0
223570,0
223571,0
223574,1
223576,0
223579,2
223586,2
223607,0
223618,2
223630,0
223641,1
223654,0
223661,2
223665,0
223672,2
223678,0
223684,0
223692,1
223693,0
223697,0
223725,0
223732,0
223744,2
223749,0
223766,1
223780,1
223783,0
223796,1
223803,0
223806,2
223807,0
223814,2
223816,1
223821,0
223829,1
223830,1
223841,2
223849,0
223883,0
223904,2
223919,0
223923,1
223934,2
223939,2
223942,1
223946,2
223962,2
223965,2
223966,0
223969,1
223980,0
223982,2
223995,0
223998,1
224004,1
224006,2
224008,2
224011,2
224013,2
224018,1
224019,1
224033,2
224034,0
224036,1
224046,0
224048,1
224059,1
224076,1
224086,2
224088,1
224095,1
224097,2
224104,2
224110,2
224119,1
224132,2
224135,0
224137,0
224147,1
224149,2
224153,2
224154,0
224165,1
224173,0
224176,2
224178,0
224179,0
224184,2
224187,0
224203,1
224204,1
224219,2
224223,2
224234,2
224236,2
224240,0
224245,0
224247,1
224249,1
224273,0
224291,1
224296,2
224301,1
224302,0
224312,2
224333,1
224341,2
224356,0
224359,0
224360,0
224367,2
224371,2
224375,0
224385,0
224388,2
224389,1
224397,0
224399,2
224403,0
224406,1
224411,0
224417,1
224418,0
224421,1
224428,2
224429,2
224431,1
224438,0
224449,1
224452,1
224453,2
224458,1
224459,2
224472,1
224476,2
224477,0
224495,1
224521,0
224523,2
224530,1
224531,1
224532,1
224558,0
224563,1
224582,1
224583,0
224590,0
224597,1
224604,2
224621,0
224633,1
224634,1
224641,2
224644,1
224646,0
224651,2
224657,2
224659,0
224669,2
224670,2
224681,0
224687,0
224690,2
224701,2
224707,1
224721,1
224726,1
224732,2
224734,2
224744,2
224746,1
224747,1
224748,2
224750,0
224753,2
224754,1
224756,0
224764,0
224767,0
224771,1
224786,1
224788,0
224792,2
224804,2
224811,0
224817,0
224820,0
224825,1
224838,2
224840,0
224842,2
224851,1
224854,0
224857,1
224860,2
224864,1
224878,0
224881,1
224882,2
